id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"21014458","2014-01-09 07:50:37","0","186","Pandas DataFrame.index.name is deleted by DataFrame.index.date","1","4","","user3176500","154","TomAugspurger","16426"
"23176723","2014-04-19 23:24:06","1","311","Filtering Groups With Pandas","3","0","1","user3180797","16","",""
"22372495","2014-03-13 08:03:24","0","287","read tables with thousands of columns from mysql to dataframe in python","0","4","","TheStupidOne","75","",""
"21426788","2014-01-29 09:22:18","0","94","Combining and rearranging two dataframes in pandas","1","0","","TheStupidOne","75","",""
"21047601","2014-01-10 15:05:06","2","3010","Import pandas module gives Attribute Error","2","0","","Pintas","98","alko","30307"
"21055468","2014-01-10 22:16:34","0","42","Why are the items in panel4d copied?","1","0","","user3183540","3","Jeff","81950"
"21345647","2014-01-25 02:02:02","0","223","How do I create pandas DataFrame based off start and end signals from other DataFrames?","1","1","1","Nezo","136","HYRY","67243"
"21343251","2014-01-24 21:58:02","2","1114","How to copy pandas DataFrame values down to fill 0's?","1","0","","Nezo","136","EdChum","188411"
"21068254","2014-01-11 21:43:33","1","1210","In a python pandas DataFrame, how do you shift row indexes up to fill empty rows?","1","0","","Nezo","136","TomAugspurger","16426"
"21630893","2014-02-07 14:58:04","0","149","Creating max's of sublist in python pandas dataframe based upon other columns","1","0","","Nezo","136","DSM","218186"
"21947825","2014-02-22 00:22:43","1","1648","Python: Merging/joining two dataframes","1","3","","jamesbev","347","Paul H","32844"
"21175059","2014-01-16 23:29:17","5","1141","Filter Pandas DataFrame using another DataFrame","1","0","2","rmalhotra","125","Andy Hayden","195339"
"21093769","2014-01-13 14:33:04","5","417","Duplicating some rows and changing some values in pandas","2","0","","user3190381","28","ely","40334"
"21650809","2014-02-08 19:30:35","4","6157","Most efficient way to exclude indexed rows in pandas dataframe","2","0","1","dkapitan","157","DSM","218186"
"21136313","2014-01-15 11:33:07","0","150","Pandas time series merge: result longer than components","0","2","","creh","1","",""
"23173769","2014-04-19 18:21:39","0","1012","pandas slicing and vstack interleaving a dataframe","1","1","","Tom M","882","CT Zhu","33716"
"21147058","2014-01-15 20:01:08","26","40463","pandas to_csv output quoting issue","4","0","9","user3199761","135","DSM","218186"
"21161775","2014-01-16 12:27:44","3","640","Dataframe header by concatenating rows in Pandas","1","0","","Sascha41","16","",""
"21172271","2014-01-16 20:33:01","4","19843","groupby - TypeError 'DataFrame' object is not callable","2","2","","user3204120","23","Ciba","36"
"21192098","2014-01-17 17:25:49","1","395","Intersection of date ranges, calculation over all elements with an intersecting date range","1","0","","user3207506","6","",""
"21655629","2014-02-09 05:18:16","2","612","How can I avoid repeated indices in pandas DataFrame after concat?","1","0","0","nikosd","459","CT Zhu","33716"
"22205845","2014-03-05 18:13:57","7","5544","Efficient way to create term density matrix from pandas DataFrame","2","0","5","nikosd","459","herrfz","3548"
"22218202","2014-03-06 07:45:49","0","492","Memory usage in creating Term Density Matrix from pandas dataFrame","1","1","","nikosd","459","",""
"21608228","2014-02-06 16:16:54","84","123860","Conditional Replace Pandas","5","1","28","BMichell","789","lmiguelvargasf","14544"
"21237584","2014-01-20 15:17:39","3","164","Using Boolean Statements to Address a Pandas Series","1","7","","BMichell","789","",""
"21333832","2014-01-24 13:21:53","5","1789","How to save pandas groups to separate files","2","0","","BMichell","789","",""
"21245965","2014-01-20 23:04:46","2","183","How to Speed Up Conversion of CSV Dates to Pandas Timestamps","2","1","1","user3217037","11","",""
"23226677","2014-04-22 17:44:57","0","1504","pandas parse_dates does not seem to work","1","1","","Barnabe","352","Amit","10485"
"22715125","2014-03-28 14:07:00","0","64","numpy possible bug? doing timedeltas on columns","1","4","","Barnabe","352","Jeff","81950"
"22631091","2014-03-25 10:02:31","0","943","getting time delta from pandas data frame","1","0","","Barnabe","352","Jeff","81950"
"21292552","2014-01-22 19:49:17","20","17240","Equivalent of Paste R to Python","8","2","5","GjT","111","",""
"21263020","2014-01-21 15:57:12","27","50524","pandas : update value if condition in 3 columns are met","4","1","5","Eduardo Oliveira","136","",""
"21665162","2014-02-09 21:17:57","0","3108","python pandas : How to get the index of the values from a series that have matching values in other series?","2","4","","Eduardo Oliveira","136","",""
"21264538","2014-01-21 17:03:13","2","2724","How to use pandas rolling_sum with sliding windows","1","0","","Tony","11","",""
"21269399","2014-01-21 21:24:17","79","108339","datetime dtypes in pandas read_csv","4","0","28","user3221055","396","",""
"21273754","2014-01-22 03:43:11","-1","510","Python Pandas Simple Lookup - Stumped","1","2","","user3221876","90","Ryan G","4293"
"21396110","2014-01-28 03:09:53","0","660","Python Pandas get one text value","2","1","","user3221876","90","feilchenfeldt","76"
"21420154","2014-01-29 01:07:37","0","87","Python Pandas Not Getting Consistent Result using ix","1","2","","user3221876","90","Jeff","81950"
"21719063","2014-02-12 04:59:22","2","2061","Display Entire Dataset,Python","1","0","","Hypothetical Ninja","1564","CT Zhu","33716"
"21752867","2014-02-13 11:26:24","2","484","Spelling Correction in a Dataframe Object , Python","1","3","","Hypothetical Ninja","1564","Dan Allan","21302"
"21744847","2014-02-13 03:51:14","0","742","Replace words in list by words in dataframe, Python","1","2","","Hypothetical Ninja","1564","Philip Uren","366"
"21646791","2014-02-08 13:48:04","17","44392","Convert Python list to pandas Series","3","2","4","Hypothetical Ninja","1564","Colin Bernet","972"
"21952294","2014-02-22 09:20:01","0","62","Grouping different addresses according to Areas ,Python","2","2","1","Hypothetical Ninja","1564","unutbu","568074"
"22713441","2014-03-28 12:53:04","3","1092","Remove words that appear in other column, Pandas","2","2","0","Hypothetical Ninja","1564","Jerry","60637"
"22401777","2014-03-14 10:04:01","0","96","Combining different functions into One , Python","1","1","","Hypothetical Ninja","1564","",""
"21469542","2014-01-30 23:20:05","3","1660","IDE that recognizes pandas objects","2","0","1","KieranPC","2825","Zelazny7","21562"
"21358294","2014-01-26 00:57:33","1","80","Plotting, columns with multiple word name","1","0","","Martin Clouthier","8","DSM","218186"
"21360361","2014-01-26 06:10:38","68","52764","how to dynamically update a plot in a loop in ipython notebook (within one cell)","4","0","32","user3236895","475","HYRY","67243"
"21390035","2014-01-27 19:37:56","32","6046","Python pandas groupby object apply method duplicates first group","2","9","10","NC maize breeding Jim","293","Zero","4714"
"22924564","2014-04-07 22:50:50","4","3161","Pandas dataframe transpose, to_csv","2","1","2","Fre","74","chucklukowski","1083"
"21573137","2014-02-05 09:25:15","0","754","How to extract values of one dataframe with values of other dataframe in pandas?","1","0","","user3249690","10","mkln","6719"
"21437138","2014-01-29 16:39:21","1","91","How to select column values in a data frame using column values of other data frame","2","0","1","user3249690","10","Bij","151"
"21447530","2014-01-30 03:57:14","1","1013","Can't get un-stacked bar plot in python pandas","1","2","0","MANY","6","",""
"23285864","2014-04-25 06:39:30","2","80","Parsing dates in Python using Pandas","1","3","","user3252809","71","",""
"21457314","2014-01-30 13:02:16","1","1015","Linear regression on pandas Dataframe with x values as index","1","0","","user3253105","6","",""
"21483959","2014-01-31 15:39:38","5","17509","How can get ' USDJPY'(currency rates) with pandas and yahoo finance?","3","0","3","user3257837","28","AP228","183"
"21494854","2014-02-01 06:18:59","2","620","read_csv columns encoding","2","5","","Rojj","467","",""
"21616994","2014-02-07 00:27:30","2","1025","Accessing Pandas DataFrame Objects from a list of DataFrames","2","6","","Jesse Read","13","Jeff","81950"
"21839103","2014-02-17 20:55:32","1","59","multiple iteration using dataframes to perform calculations","0","0","","vinoth mannan","18","",""
"22014350","2014-02-25 12:33:05","0","115","Binning values and using the binning labels to refer to the index of another dataframe","1","0","","vinoth mannan","18","",""
"21774089","2014-02-14 08:18:55","6","2378","Selecting rows with a certain weekday in DataFrame in Python","1","0","1","user3271033","41","waitingkuo","39368"
"21554104","2014-02-04 13:39:04","0","1465","Count number of majority value cross rows in Dataframe in Python","2","0","1","user3271033","41","mkln","6719"
"21558545","2014-02-04 16:53:23","2","444","numpy.histogram2d throws an exception when passed a subsetted pandas.DataFrame","1","0","","Mark","13","EdChum","188411"
"21583193","2014-02-05 16:43:02","0","558","pandas concat is not possible got error why","1","1","","user3276150","3","LondonRob","28651"
"21584932","2014-02-05 18:02:24","0","231","Filter date range for week of month","1","1","","user3276418","572","",""
"21634815","2014-02-07 18:09:10","1","252","Pandas: from_csv gives error","0","1","","user3276418","572","",""
"21646710","2014-02-08 13:41:20","4","6669","pandas pivot table using index data of dataframe","1","1","2","user3276418","572","",""
"21790816","2014-02-14 22:43:47","2","1202","filter pandas dataframe for timedeltas","2","2","1","user3276418","572","",""
"21768262","2014-02-14 00:02:21","2","532","Filter a dataframe","3","0","","user3276418","572","",""
"21852345","2014-02-18 11:27:50","0","198","RAM issues with Pandas","0","5","","user3276418","572","",""
"21589177","2014-02-05 21:44:18","6","4131","Using multiple features with scikit-learn","2","5","3","James Daily","31","",""
"21773514","2014-02-14 07:45:07","1","71","Detecting certain columns and deleting these","2","2","","user3280503","6","",""
"21794179","2014-02-15 06:23:26","0","321","How to plot on Pandas Python","3","0","","user3287712","31","waitingkuo","39368"
"21790505","2014-02-14 22:17:49","0","1816","Missing data in Python","3","6","","user3287712","31","Cam","317"
"21959625","2014-02-22 19:51:24","1","638","Undo a Pandas Data Frame","1","3","","user3287712","31","EdChum","188411"
"21947813","2014-02-22 00:21:12","0","6684","Why won't pandas.read_excel run?","3","1","","cubedNnoobed","31","",""
"21946933","2014-02-21 23:03:43","2","5985","Pandas not recognizing csv columns","1","4","","cubedNnoobed","31","",""
"21815373","2014-02-16 18:14:26","1","68","Pandas .apply() subfunction is changing main dataframe","1","0","","Alex Luis Arias","519","unutbu","568074"
"21682086","2014-02-10 16:06:40","14","1418","Uncertainties in Pandas","1","6","4","Falken","83","",""
"21687272","2014-02-10 20:30:14","0","49","Pandas Grouping Select entire Column","1","0","","user3294553","1","",""
"21954197","2014-02-22 12:18:16","14","27889","Which is the fastest way to extract day, month and year from a given date?","2","6","4","ram","187","Jeff","81950"
"21800004","2014-02-15 16:05:07","3","5662","Pandas for loop on a group by","2","0","1","user3302483","390","unutbu","568074"
"21786124","2014-02-14 17:47:27","3","122","How can I import a csv skipping rows if there is a certain value in one column?","2","0","","mattrweaver","308","Falcon9","116"
"21911545","2014-02-20 15:01:25","0","404","Calculating day of the week from csv files, how to select one field in csv file","1","6","","mattrweaver","308","user1827356","4406"
"22074919","2014-02-27 16:47:19","2","2567","format phone number in csv using pandas","2","4","","mattrweaver","308","CT Zhu","33716"
"22101789","2014-02-28 17:22:44","0","761","Trying to remove nan from csv file in python pandas","1","1","","mattrweaver","308","Wojciech Walczak","1120"
"22180981","2014-03-04 19:19:22","0","43","Filtering content by whether field contains a value","1","0","","mattrweaver","308","DSM","218186"
"21939691","2014-02-21 16:23:15","3","1382","Pass parameters to SQL CTEs using Python Pandas","2","1","1","user3311225","325","",""
"21786490","2014-02-14 18:07:39","49","89376","Pandas left outer join multiple dataframes on multiple columns","2","1","19","user3311225","325","TomAugspurger","16426"
"22564503","2014-03-21 16:40:15","3","4793","Calling Python from Oracle","5","3","1","user3311225","325","",""
"22460515","2014-03-17 16:56:56","7","4344","How to use Pandas Write_Frame to export results to Oracle Database in cx_Oracle","1","2","2","user3311225","325","joris","67459"
"21806496","2014-02-16 02:25:03","9","7297","Pandas seems to ignore first column name when reading tab-delimited data, gives KeyError","4","5","2","RobTeszka","48","robbles","1925"
"21841952","2014-02-18 00:19:43","4","1746","Pandas Dataframe to_csv format output","1","0","","npires","998","CT Zhu","33716"
"22148757","2014-03-03 14:02:34","1","113","Python Pandas DataFrame cell changes disappear","2","3","","Bear","93","acushner","5826"
"21947487","2014-02-21 23:49:02","3","3193","Extract a certain part of a string after a key phrase using pandas?","2","0","1","mlaugh4","37","Andy Hayden","195339"
"22095860","2014-02-28 12:56:49","0","82","Calculating mean of Pandas dataframe in iterations","3","0","","user3345896","3","Alvaro Fuentes","9465"
"22203525","2014-03-05 16:30:13","0","121","Segfault in pandas (python) due to missing numpy_helper.h file","0","6","","Ben","45","",""
"21986436","2014-02-24 11:28:24","2","119","Pandas(python) indexing on column conflicts with row index","1","0","","Ben","45","behzad.nouri","41450"
"22044766","2014-02-26 14:44:15","6","1788","Adding row to pandas DataFrame changes dtype","1","0","4","Ben","45","Jeff","81950"
"22043467","2014-02-26 13:54:12","0","3347","to_datetime not working on a string in the format YYYY-MM-DD HH:MM in pandas","1","4","","user40465","171","",""
"22691279","2014-03-27 14:51:55","2","276","Plotting multiple fit lines in matplotlib","1","0","","user40465","171","",""
"22562540","2014-03-21 14:31:31","12","6721","Pandas dataset into an array for modelling in Scikit-Learn","2","0","2","user40465","171","",""
"22053199","2014-02-26 21:02:53","4","397","pandas DataFrame: select a set of columns including a sequence of columns","1","0","","Oswaldo","35","Phillip Cloud","17305"
"23282130","2014-04-25 00:22:48","39","26199","Principal components analysis using pandas dataframe","1","0","8","user3362813","201","",""
"22108562","2014-03-01 00:46:28","1","998","Python -- Pandas : How to apply aggfunc to data in currency format?","2","3","","user3367015","23","unutbu","568074"
"22115671","2014-03-01 14:37:16","2","920","Apply Different Resampling Method to the Same Column (pandas)","1","0","","user3368423","13","Jeff","81950"
"22122529","2014-03-02 00:56:56","1","2869","Python - Combining Columns in a CSV file","1","2","","SgtSeamonkey","10","Andy Hayden","195339"
"22123237","2014-03-02 02:44:26","0","936","Python CSV - Check if index is equal on different rows","1","6","","SgtSeamonkey","10","Onlyjus","2336"
"22132525","2014-03-02 19:47:23","57","74311","Add column with number of days between dates in DataFrame pandas","4","0","19","Jase Villam","680","Andy Hayden","195339"
"22872952","2014-04-04 21:02:15","6","33484","Set File_Path for to_csv() in Pandas","1","0","7","Jase Villam","680","EdChum","188411"
"22135697","2014-03-03 00:34:29","0","87","Pandas - Combine Rows with Similar Data","1","0","","user3372078","3","behzad.nouri","41450"
"22259241","2014-03-07 19:42:18","7","12584","How to aggregate multiple columns in pandas groupby","1","0","3","user3376169","89","TomAugspurger","16426"
"22183447","2014-03-04 21:28:48","4","1471","How to pass more than one parameter to map function in panda","1","2","1","user3376169","89","unutbu","568074"
"22307974","2014-03-10 18:10:01","2","756","Add column to a specific CSV row using Python pandas","2","1","","user3378649","1932","EdChum","188411"
"22312247","2014-03-10 22:00:14","-2","1293","Filter CSV File with Pandas/Python","1","2","","user3378649","1932","",""
"22395187","2014-03-14 02:45:22","0","687","How to create DataFrame in pandas python","3","2","","user3378649","1932","CT Zhu","33716"
"22394598","2014-03-14 01:44:58","10","27955","Select specific CSV columns (Filtering) - Python/pandas","2","1","4","user3378649","1932","",""
"23271444","2014-04-24 14:11:57","2","2824","How can I calculate covariance of matrix?","1","6","1","user3378649","1932","",""
"22974502","2014-04-09 21:42:03","0","58","How to use sum values of matrix with filter","1","1","","user3378649","1932","",""
"23023741","2014-04-11 22:40:09","1","147","Calculate Frequency of item in list","2","0","","user3378649","1932","Blaszard","12887"
"23024439","2014-04-12 00:00:50","1","1490","How to customize axes in 3D hist python/matplotlib","2","0","2","user3378649","1932","agmangas","529"
"22191176","2014-03-05 07:20:56","1","293","Python Pandas performance","1","1","","deubNippon","59","",""
"22292059","2014-03-10 04:24:05","10","31603","Pb converting a list of pandas.Series into a numpy array of pandas.Series","1","2","2","deubNippon","59","",""
"23075020","2014-04-15 05:02:45","3","2676","How can I better manage my use of memory in Pandas?","2","2","3","bobo5645","176","Jeff","81950"
"22309807","2014-03-10 19:45:27","1","657","Counting occurrence of a word in a column of a tsv file using python","1","2","","3go","8","behzad.nouri","41450"
"22299014","2014-03-10 11:34:55","1","1263","Appending dict to a dataframe","1","2","","user3401504","6","",""
"22351001","2014-03-12 12:05:39","0","1449","Python Pandas Crosstabs","0","5","","Townheadbluesboy","62","",""
"22338455","2014-03-11 22:56:49","0","209","matplotlib subplots with variable width/data limits","1","0","","user3408208","6","",""
"23135047","2014-04-17 13:52:18","0","67","Pandas, bygroup operation","1","0","","Guforu","1165","CT Zhu","33716"
"22397058","2014-03-14 05:41:33","4","834","Dropping a single (sub-) column from a MultiIndex","1","0","1","user3418530","47","Andy Hayden","195339"
"22410417","2014-03-14 16:14:57","0","3528","Pandas dataframe.value_counts().keys() with float indexes","1","6","","user3420626","1","",""
"22418363","2014-03-15 01:13:32","2","55","do i want rolling_apply?","1","0","","kmartin","91","Andy Hayden","195339"
"22506827","2014-03-19 13:07:24","2","1078","How to store multiple related time series in Pandas","2","2","1","fantabolous","8871","",""
"22495460","2014-03-19 03:12:11","1","195","standardized header library for financial time series data in Pandas","0","4","1","fantabolous","8871","",""
"22575617","2014-03-22 09:09:52","2","1539","replacing a pandas dataframe row overwrites all columns' dtypes","1","4","","fantabolous","8871","behzad.nouri","41450"
"23273732","2014-04-24 15:46:58","3","1609","pandas HDFStore select rows by datetime index","1","0","1","fantabolous","8871","Jeff","81950"
"23250333","2014-04-23 16:35:08","0","442","in Pandas Dataframe, after I set an entire column, I can't update another column with times","1","6","","fantabolous","8871","CT Zhu","33716"
"22577733","2014-03-22 12:41:49","0","97","Finding the first row in a colomn where a criteria is met (value is higher than x) in Python","1","5","2","Frtschaal","25","frmdstryr","5739"
"22519292","2014-03-19 22:14:59","1","46","How can I assign a value to a different column for each row in a dataframe?","3","0","","veryshuai","8","joris","67459"
"22657383","2014-03-26 10:01:07","3","561","DataFrame .loc leaks memory","1","0","","phasselmann","143","",""
"22793709","2014-04-01 18:16:03","1","1214","Fill in missing values in pandas dataframe","1","0","","user3439329","266","TomAugspurger","16426"
"22557094","2014-03-21 11:09:25","1","2072","How do I close a csv file created with pandas (pd.to_csv)?","1","1","","user3446097","6","",""
"22566180","2014-03-21 17:59:54","0","256","pandas time zone infer_dst doesn't work","1","0","1","user3447594","1","",""
"22567602","2014-03-21 19:13:53","3","694","Pandas Series replacement values using index","1","0","1","user3447771","16","",""
"22590066","2014-03-23 11:11:29","1","162","Pandas panelnd vs dataframe with hierarchical index","1","0","1","user3451967","6","",""
"22618262","2014-03-24 19:00:09","0","239","Slicing Mutliindex data with Pandas","1","1","","user3455463","1","",""
"22618004","2014-03-24 18:45:14","1","730","Max & Min Date in Python Pandas DataFrame","0","1","","EdDub","6","",""
"22626316","2014-03-25 05:43:36","0","58","calculate the difference between every point in a series","1","0","","user3458221","3","Andy Hayden","195339"
"22644288","2014-03-25 19:18:14","0","570","Create Dataframe from unknown number of Series pandas","1","2","","vbastrangledpython","48","kimal","472"
"22845959","2014-04-03 18:28:55","4","5206","Return DataFrame item using partial string match on rows pandas python","1","1","2","vbastrangledpython","48","Amit","10485"
"22640253","2014-03-25 16:12:27","0","48","Missing data when perform df.sum()","0","2","","user3460534","1","",""
"22643741","2014-03-25 18:52:02","7","2637","python pandas create dataframe and force multiple column types","2","1","1","user3461238","41","",""
"22670941","2014-03-26 19:13:56","7","2969","Using Pandas, how do I drop the last row of each group?","2","0","2","user3465658","441","",""
"22674196","2014-03-26 22:16:20","2","992","Is there a faster alternative than groupby transform?","1","3","","user3465658","441","",""
"22691010","2014-03-27 14:42:29","79","79036","How to print a groupby object","5","4","21","user3465658","441","",""
"23120655","2014-04-16 21:40:45","0","116","Getting hour and minute out of a numpy array that encodes time","1","0","","user3465658","441","",""
"22686703","2014-03-27 11:48:16","2","94","Iterate and compare values through a dataframe","1","2","","Brad","139","8one6","5180"
"23208745","2014-04-22 01:19:19","22","19342","adding dummy columns to the original dataframe","1","0","6","Brad","139","unutbu","568074"
"23156640","2014-04-18 14:55:13","0","1089","Number of non-missing values in array? Len(x) excluding missing values?","2","0","","As3adTintin","833","Phillip Cloud","17305"
"23068492","2014-04-14 19:20:35","0","120","Create dataframe column based on other column","2","1","","As3adTintin","833","user1827356","4406"
"22701799","2014-03-28 00:11:41","13","8773","Pandas Dataframe Find Rows Where all Columns Equal","4","0","7","Lisa L","68","Andy Hayden","195339"
"22761735","2014-03-31 12:37:26","4","315","Confused behaviour of Pandas indexer .loc","0","4","","user3480943","24","",""
"22768418","2014-03-31 17:38:49","5","473","numpy.where() with 3 or more conditions","2","0","1","mit13plee","30","behzad.nouri","41450"
"22792673","2014-04-01 17:23:06","0","852","Rolling Correlation of Time Series Data with Pandas","0","2","","user3486031","1","",""
"22795583","2014-04-01 19:51:38","0","29","How to recuperate user id (without duplicate) from DataFrame and store them in another Dataframe for later use","1","0","","IronBridge","1","",""
"22798608","2014-04-01 23:07:46","0","71","Merging two DataFrames using an aggregate on a column on one of the DataFrames","1","0","","user3487187","39","chrisaycock","25141"
"22802617","2014-04-02 05:52:55","2","443","Randomly subsampling the rows of a DataFrame in Pandas, with some conditions","1","2","1","user3487187","39","HYRY","67243"
"23212180","2014-04-22 06:37:22","2","3638","Manipulating data from csv using pandas","2","1","","Student Jack","560","Karl D.","7769"
"22830210","2014-04-03 07:04:51","2","109","An explanation of randint(2) < 1 in python, I cannot understand what the < 1 does","2","1","","Michael Swanson","13","Martijn Pieters","733019"
"22835671","2014-04-03 11:07:26","1","1118","Pandas resample with ""seasonal"" frequency","1","4","","kiriliponi","8","jseabold","5161"
"22995828","2014-04-10 18:13:28","1","577",".json extension file + timestamp + Pandas + Python","1","3","","user3495042","52","Andy Hayden","195339"
"22983638","2014-04-10 09:12:27","4","6673","Remove Decimal Point in a Dataframe with both Numbers and String Using Python","3","4","","Ian","37","EdChum","188411"
"22902885","2014-04-07 02:57:01","1","191","How to Add a New Column With Selected Values from Another Column In Python","2","0","2","Ian","37","EdChum","188411"
"22923775","2014-04-07 21:49:30","43","99987","Calculate Pandas DataFrame Time Difference Between Two Columns in Hours and Minutes","2","0","18","sbalajis","394","nitin","3718"
"22945636","2014-04-08 18:43:50","0","221","Pandas DataFrame Groupby and Sum Into New DataFrame","1","0","","sbalajis","394","",""
"23208197","2014-04-22 00:17:26","1","4041","Accessing nested JSON data as dataframes in Pandas","1","2","1","user3509031","17","CT Zhu","33716"
"23158401","2014-04-18 16:45:00","0","83","creating a python pandas dataframe from a list of dictionaries when one entry of each dictionary is itself an array","1","0","","Jonathan Edge","3","CT Zhu","33716"
"23022293","2014-04-11 20:47:50","4","3102","Fast conversion of time string (Hour:Min:Sec.Millsecs) to float","3","1","1","fact","131","Steinar Lima","5901"
"23022988","2014-04-11 21:35:25","0","305","How to resample large dataframe with different functions, using a key?","1","1","","Mentallygone","8","DSM","218186"
"23061635","2014-04-14 13:38:27","2","973","Slice Function with a MultiIndex Pandas Panel","1","0","","Spirou","92","CT Zhu","33716"
"23068488","2014-04-14 19:20:22","0","3961","Need to write multiple csv files to new folder","2","5","1","c_mayerl","3","Jerome Montino","11493"
"23190156","2014-04-21 03:01:08","3","2766","Pandas GroupBy Mean of Large DataSet in CSV","1","0","","user116948","16","",""
"23209848","2014-04-22 03:30:27","2","133","Manually create dummy based on some condition, what went wrong?","1","0","","WHZW","100","ely","40334"
"23303525","2014-04-25 21:40:01","5","263","vectorizing forward-looking function pandas dataframe","1","4","","user3562348","26","",""
"23262263","2014-04-24 07:13:59","2","488","Create a multiline graph using vincent from a Pandas DataFrame","1","0","","palpy","15","Patchus","16"
"23308582","2014-04-26 08:35:55","1","1550","pandas: Divide DataFrame last row by first row","2","0","","yevgeny.bezman","33","joemar.ct","1061"
"23309514","2014-04-26 10:20:13","5","2604","Computing the first non-missing value from each column in a DataFrame","3","0","2","yevgeny.bezman","33","",""
"23313568","2014-04-26 16:22:02","3","608","pandas.read_csv parse_dates without the day","1","0","1","anvelascos","77","Karl D.","7769"
"22059089","2014-02-27 04:31:33","4","693","MultiIndexing rows vs. columns in pandas DataFrame","1","2","","Lei","293","",""
"22155951","2014-03-03 19:49:17","26","10650","How to subclass pandas DataFrame?","2","9","16","Lei","293","",""
"25697450","2014-09-06 06:16:11","1","559","Cleaner pandas apply with function that cannot use pandas.Series and non-unique index","1","2","","Jed","1229","unutbu","568074"
"26588073","2014-10-27 12:55:58","4","645","Equivalent of R's createDataPartition in Python","2","0","1","poiuytrez","9760","Noel Evans","4390"
"26371509","2014-10-14 22:31:49","1","1802","n-dimensional sliding window with Pandas or Numpy","1","0","1","Thomas Browne","7331","immerrr","1151"
"25070540","2014-07-31 23:22:18","5","768","Resolve Pandas data frame merge conflicts with a function?","1","0","0","Thomas Browne","7331","",""
"24419769","2014-06-25 22:39:47","1","1122","Pandas copying using iloc not working as expected","1","0","","Winawer","324","CT Zhu","33716"
"23377108","2014-04-29 23:30:40","88","122022","Pandas percentage of total with groupby","11","0","52","erikcw","4671","exp1orer","5381"
"25225922","2014-08-10 05:43:41","0","397","Pandas: what is a simple way to group by two columns and build a new flat dataframe","1","3","","Arty","2665","ZJS","3066"
"25517830","2014-08-27 02:02:15","2","126","Convert timestamp into one of custom Periods in Pandas","1","0","1","Arty","2665","behzad.nouri","41450"
"24525270","2014-07-02 07:28:28","0","367","pandas dataframe adding new columns based on labels","2","1","","Asterisk","2546","",""
"25244582","2014-08-11 13:34:53","4","1390","Python pandas groupby with cumsum and percentage","1","0","","jbastos","674","chrisb","25764"
"24044492","2014-06-04 18:04:05","6","379","Python Pandas: transforming - moving values from diagonal","1","3","0","jbastos","674","CT Zhu","33716"
"23995461","2014-06-02 13:15:17","2","75","python Pandas: transform dataframe adding grouped columns","1","1","","jbastos","674","acushner","5826"
"24005545","2014-06-03 00:52:45","1","404","Python Pandas: Transform multiindex dataframe","1","0","","jbastos","674","user3649071","56"
"26415027","2014-10-16 22:34:02","2","118","Pandas passing wrong dtypes when calling apply","0","2","1","yoni","3002","",""
"24934222","2014-07-24 12:52:02","0","267","Extract daily range from time series using Pandas","1","3","","Tjorriemorrie","8525","ZJS","3066"
"25681579","2014-09-05 08:26:07","8","11053","How to select range in Pandas using a row","1","2","2","Tjorriemorrie","8525","",""
"25025621","2014-07-29 21:54:25","2","7437","check for value in list of Pandas data frame columns","3","3","","Vincent","695","chrisb","25764"
"25408538","2014-08-20 15:19:30","0","91","Pandas groupby Aggregation, how to choose output columns.","1","0","","Vincent","695","FooBar","7001"
"26738391","2014-11-04 15:03:13","0","657","Parse multiple date column combinations with pandas read_csv","0","3","1","Vincent","695","",""
"24389486","2014-06-24 14:38:41","1","177","KeyError after resampling","1","0","","vieira","14","",""
"26152556","2014-10-01 23:58:48","0","265","Drop columns that aren't common between two dataframes?","3","4","","Abe Miessler","54232","bernie","112064"
"25041905","2014-07-30 16:17:51","8","7783","Matplotlib timelines","1","0","4","Agrajag9","376","Paul H","32844"
"25445913","2014-08-22 11:26:48","2","122","Pandas DataFrame column to cell in pivot table","1","0","","Agrajag9","376","behzad.nouri","41450"
"26760962","2014-11-05 15:33:29","0","113","Python (Pandas): count of records between values at a given time (Packets in Flight)","1","0","","Bolster","3577","acushner","5826"
"24071952","2014-06-05 23:39:48","1","513","Trouble resampling Pandas timeseries data on Python timedelta objects","1","2","","wardw","466","Jeff","81950"
"24833130","2014-07-18 20:17:46","8","2784","How can I select a specific column from each row in a Pandas DataFrame?","3","0","1","gggritso","85","DSM","218186"
"24091356","2014-06-06 22:09:21","2","1626","pandas read_csv with final column containing commas","3","0","","Axel Magnuson","792","CT Zhu","33716"
"23353142","2014-04-28 23:51:52","1","49","Saving and restoring pandas display options","1","0","","Amelio Vazquez-Reina","28280","Jeff","81950"
"23345577","2014-04-28 15:50:12","1","155","Updating a dataframe with boolean sub-indexing","2","3","","Amelio Vazquez-Reina","28280","acushner","5826"
"23342532","2014-04-28 13:32:31","2","535","Using dynamic lists in query in Pandas","2","0","","Amelio Vazquez-Reina","28280","Phillip Cloud","17305"
"23344498","2014-04-28 15:01:16","1","12527","Replacing Inf by NaN results in AttributeError","1","3","","Amelio Vazquez-Reina","28280","Ffisegydd","30282"
"23329988","2014-04-27 22:46:36","0","76","Retrieving groups by their index. Are Pandas groups sorted?","2","0","","Amelio Vazquez-Reina","28280","Phillip Cloud","17305"
